year,category,winner,entity
1941,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,"To DOUGLAS SHEARER and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT, and to LOREN RYDER and the PARAMOUNT STUDIO SOUND DEPARTMENT for pioneering the development of fine grain emulsions for variable density original sound recording in studio production."
1942,ACTOR,True,James Cagney
1942,ACTOR,False,Ronald Colman
1942,ACTOR,False,Gary Cooper
1942,ACTOR,False,Walter Pidgeon
1942,ACTOR,False,Monty Woolley
1942,ACTOR IN A SUPPORTING ROLE,False,William Bendix
1942,ACTOR IN A SUPPORTING ROLE,True,Van Heflin
1942,ACTOR IN A SUPPORTING ROLE,False,Walter Huston
1942,ACTOR IN A SUPPORTING ROLE,False,Frank Morgan
1942,ACTOR IN A SUPPORTING ROLE,False,Henry Travers
1942,ACTRESS,False,Bette Davis
1942,ACTRESS,True,Greer Garson
1942,ACTRESS,False,Katharine Hepburn
1942,ACTRESS,False,Rosalind Russell
1942,ACTRESS,False,Teresa Wright
1942,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper
1942,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead
1942,ACTRESS IN A SUPPORTING ROLE,False,Susan Peters
1942,ACTRESS IN A SUPPORTING ROLE,False,Dame May Whitty
1942,ACTRESS IN A SUPPORTING ROLE,True,Teresa Wright
1942,ART DIRECTION (Black-and-White),False,George Washington Slept Here
1942,ART DIRECTION (Black-and-White),False,The Magnificent Ambersons
1942,ART DIRECTION (Black-and-White),False,The Pride of the Yankees
1942,ART DIRECTION (Black-and-White),False,Random Harvest
1942,ART DIRECTION (Black-and-White),False,The Shanghai Gesture
1942,ART DIRECTION (Black-and-White),False,Silver Queen
1942,ART DIRECTION (Black-and-White),False,The Spoilers
1942,ART DIRECTION (Black-and-White),False,"Take a Letter, Darling"
1942,ART DIRECTION (Black-and-White),False,The Talk of the Town
1942,ART DIRECTION (Black-and-White),True,This above All
1942,ART DIRECTION (Color),False,Arabian Nights
1942,ART DIRECTION (Color),False,Captains of the Clouds
1942,ART DIRECTION (Color),False,Jungle Book
1942,ART DIRECTION (Color),True,My Gal Sal
1942,ART DIRECTION (Color),False,Reap the Wild Wind
1942,CINEMATOGRAPHY (Black-and-White),False,Kings Row
1942,CINEMATOGRAPHY (Black-and-White),False,The Magnificent Ambersons
1942,CINEMATOGRAPHY (Black-and-White),True,Mrs. Miniver
1942,CINEMATOGRAPHY (Black-and-White),False,Moontide
1942,CINEMATOGRAPHY (Black-and-White),False,The Pied Piper
1942,CINEMATOGRAPHY (Black-and-White),False,The Pride of the Yankees
1942,CINEMATOGRAPHY (Black-and-White),False,"Take a Letter, Darling"
1942,CINEMATOGRAPHY (Black-and-White),False,The Talk of the Town
1942,CINEMATOGRAPHY (Black-and-White),False,Ten Gentlemen from West Point
1942,CINEMATOGRAPHY (Black-and-White),False,This above All
1942,CINEMATOGRAPHY (Color),False,Arabian Nights
1942,CINEMATOGRAPHY (Color),True,The Black Swan
1942,CINEMATOGRAPHY (Color),False,Captains of the Clouds
1942,CINEMATOGRAPHY (Color),False,Jungle Book
1942,CINEMATOGRAPHY (Color),False,Reap the Wild Wind
1942,CINEMATOGRAPHY (Color),False,To the Shores of Tripoli
1942,DIRECTING,False,Kings Row
1942,DIRECTING,True,Mrs. Miniver
1942,DIRECTING,False,Random Harvest
1942,DIRECTING,False,Wake Island
1942,DIRECTING,False,Yankee Doodle Dandy
1942,DOCUMENTARY,False,"Africa, Prelude to Victory"
1942,DOCUMENTARY,True,The Battle of Midway
1942,DOCUMENTARY,False,Combat Report
1942,DOCUMENTARY,False,Conquer by the Clock
1942,DOCUMENTARY,False,The Grain That Built a Hemisphere
1942,DOCUMENTARY,False,"Henry Browne, Farmer"
1942,DOCUMENTARY,False,High over the Borders
1942,DOCUMENTARY,False,High Stakes in the East
1942,DOCUMENTARY,False,Inside Fighting China
1942,DOCUMENTARY,False,It's Everybody's War
1942,DOCUMENTARY,True,Kokoda Front Line!
1942,DOCUMENTARY,False,Listen to Britain
1942,DOCUMENTARY,False,Little Belgium
1942,DOCUMENTARY,False,Little Isles of Freedom
1942,DOCUMENTARY,False,Mr. Blabbermouth!
1942,DOCUMENTARY,False,Mr. Gardenia Jones
1942,DOCUMENTARY,True,Moscow Strikes Back
1942,DOCUMENTARY,False,The New Spirit
1942,DOCUMENTARY,True,Prelude to War
1942,DOCUMENTARY,False,The Price of Victory
1942,DOCUMENTARY,False,A Ship Is Born
1942,DOCUMENTARY,False,Twenty-One Miles
1942,DOCUMENTARY,False,We Refuse to Die
1942,DOCUMENTARY,False,White Eagle
1942,DOCUMENTARY,False,Winning Your Wings
1942,FILM EDITING,False,Mrs. Miniver
1942,FILM EDITING,True,The Pride of the Yankees
1942,FILM EDITING,False,The Talk of the Town
1942,FILM EDITING,False,This above All
1942,FILM EDITING,False,Yankee Doodle Dandy
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Arabian Nights
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Bambi
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Black Swan
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Corsican Brothers
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Flying Tigers
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Gold Rush
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,I Married a Witch
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Joan of Paris
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Jungle Book
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Klondike Fury
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),True,"Now, Voyager"
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Pride of the Yankees
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Random Harvest
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Shanghai Gesture
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Silver Queen
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,"Take a Letter, Darling"
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Talk of the Town
1942,MUSIC (Music Score of a Dramatic or Comedy Picture),False,To Be or Not to Be
1942,MUSIC (Scoring of a Musical Picture),False,Flying with Music
1942,MUSIC (Scoring of a Musical Picture),False,For Me and My Gal
1942,MUSIC (Scoring of a Musical Picture),False,Holiday Inn
1942,MUSIC (Scoring of a Musical Picture),False,It Started with Eve
1942,MUSIC (Scoring of a Musical Picture),False,Johnny Doughboy
1942,MUSIC (Scoring of a Musical Picture),False,My Gal Sal
1942,MUSIC (Scoring of a Musical Picture),True,Yankee Doodle Dandy
1942,MUSIC (Scoring of a Musical Picture),False,You Were Never Lovelier
1942,MUSIC (Song),False,Always in My Heart
1942,MUSIC (Song),False,You Were Never Lovelier
1942,MUSIC (Song),False,Babes on Broadway
1942,MUSIC (Song),False,Youth on Parade
1942,MUSIC (Song),False,Orchestra Wives
1942,MUSIC (Song),False,Bambi
1942,MUSIC (Song),False,Flying with Music
1942,MUSIC (Song),False,Hellzapoppin'
1942,MUSIC (Song),False,The Mayor of 44th Street
1942,MUSIC (Song),True,Holiday Inn
1942,OUTSTANDING MOTION PICTURE,False,The Invaders
1942,OUTSTANDING MOTION PICTURE,False,Kings Row
1942,OUTSTANDING MOTION PICTURE,False,The Magnificent Ambersons
1942,OUTSTANDING MOTION PICTURE,True,Mrs. Miniver
1942,OUTSTANDING MOTION PICTURE,False,The Pied Piper
1942,OUTSTANDING MOTION PICTURE,False,The Pride of the Yankees
1942,OUTSTANDING MOTION PICTURE,False,Random Harvest
1942,OUTSTANDING MOTION PICTURE,False,The Talk of the Town
1942,OUTSTANDING MOTION PICTURE,False,Wake Island
1942,OUTSTANDING MOTION PICTURE,False,Yankee Doodle Dandy
1942,SHORT SUBJECT (Cartoon),False,All Out for 'V'
1942,SHORT SUBJECT (Cartoon),False,Blitz Wolf
1942,SHORT SUBJECT (Cartoon),True,Der Fuehrer's Face
1942,SHORT SUBJECT (Cartoon),False,Juke Box Jamboree
1942,SHORT SUBJECT (Cartoon),False,Pigs in a Polka
1942,SHORT SUBJECT (Cartoon),False,Tulips Shall Grow
1942,SHORT SUBJECT (One-reel),False,Desert Wonderland
1942,SHORT SUBJECT (One-reel),False,Marines in the Making
1942,SHORT SUBJECT (One-reel),True,Speaking of Animals and Their Families
1942,SHORT SUBJECT (One-reel),False,United States Marine Band
1942,SHORT SUBJECT (Two-reel),True,Beyond the Line of Duty
1942,SHORT SUBJECT (Two-reel),False,Don't Talk
1942,SHORT SUBJECT (Two-reel),False,Private Smith of the U.S.A.
1942,SOUND RECORDING,False,Arabian Nights
1942,SOUND RECORDING,False,Bambi
1942,SOUND RECORDING,False,Flying Tigers
1942,SOUND RECORDING,False,Friendly Enemies
1942,SOUND RECORDING,False,The Gold Rush
1942,SOUND RECORDING,False,Mrs. Miniver
1942,SOUND RECORDING,False,Once upon a Honeymoon
1942,SOUND RECORDING,False,The Pride of the Yankees
1942,SOUND RECORDING,False,Road to Morocco
1942,SOUND RECORDING,False,This above All
1942,SOUND RECORDING,True,Yankee Doodle Dandy
1942,SOUND RECORDING,False,You Were Never Lovelier
1942,SPECIAL EFFECTS,False,The Black Swan
1942,SPECIAL EFFECTS,False,Desperate Journey
1942,SPECIAL EFFECTS,False,Flying Tigers
1942,SPECIAL EFFECTS,False,Invisible Agent
1942,SPECIAL EFFECTS,False,Jungle Book
1942,SPECIAL EFFECTS,False,Mrs. Miniver
1942,SPECIAL EFFECTS,False,The Navy Comes Through
1942,SPECIAL EFFECTS,False,One of Our Aircraft Is Missing
1942,SPECIAL EFFECTS,False,The Pride of the Yankees
1942,SPECIAL EFFECTS,True,Reap the Wild Wind
1942,WRITING (Original Motion Picture Story),False,Holiday Inn
1942,WRITING (Original Motion Picture Story),True,The Invaders
1942,WRITING (Original Motion Picture Story),False,The Pride of the Yankees
1942,WRITING (Original Motion Picture Story),False,The Talk of the Town
1942,WRITING (Original Motion Picture Story),False,Yankee Doodle Dandy
1942,WRITING (Original Screenplay),False,One of Our Aircraft Is Missing
1942,WRITING (Original Screenplay),False,Road to Morocco
1942,WRITING (Original Screenplay),False,Wake Island
1942,WRITING (Original Screenplay),False,The War against Mrs. Hadley
1942,WRITING (Original Screenplay),True,Woman of the Year
1942,WRITING (Screenplay),False,The Invaders
1942,WRITING (Screenplay),True,Mrs. Miniver
1942,WRITING (Screenplay),False,The Pride of the Yankees
1942,WRITING (Screenplay),False,Random Harvest
1942,WRITING (Screenplay),False,The Talk of the Town
1942,SPECIAL AWARD,True,To Charles Boyer for his progressive cultural achievement in establishing the French Research Foundation in Los Angeles as a source of reference for the Hollywood Motion Picture Industry.
1942,SPECIAL AWARD,True,To Noel Coward for his outstanding production achievement in In Which We Serve .
1942,SPECIAL AWARD,True,"To Metro-Goldwyn-Mayer for its achievement in representing the American Way of Life in the production of the ""Andy Hardy"" series of films."
1942,IRVING G. THALBERG MEMORIAL AWARD,True,Sidney Franklin
1942,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,"To CARROLL CLARK, F. THOMAS THOMPSON and the RKO RADIO STUDIO ART and MINIATURE DEPARTMENTS for the design and construction of a moving cloud and horizon machine."
1942,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,To DANIEL B. CLARK and the 20TH CENTURY-FOX FILM CORP. for the development of a lens calibration system and the application of this system to exposure control in cinematography.
1942,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To ROBERT HENDERSON and the PARAMOUNT STUDIO ENGINEERING and TRANSPARENCY DEPARTMENTS for the design and construction of adjustable light bridges and screen frames for transparency process photography.
1942,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To DANIEL J. BLOOMBERG and the REPUBLIC STUDIO SOUND DEPARTMENT for the design and application to motion picture production of a device for marking action negative for pre-selection purposes.
1943,ACTOR,False,Humphrey Bogart
1943,ACTOR,False,Gary Cooper
1943,ACTOR,True,Paul Lukas
1943,ACTOR,False,Walter Pidgeon
1943,ACTOR,False,Mickey Rooney
1943,ACTOR IN A SUPPORTING ROLE,False,Charles Bickford
1943,ACTOR IN A SUPPORTING ROLE,True,Charles Coburn
1943,ACTOR IN A SUPPORTING ROLE,False,J. Carrol Naish
1943,ACTOR IN A SUPPORTING ROLE,False,Claude Rains
1943,ACTOR IN A SUPPORTING ROLE,False,Akim Tamiroff
1943,ACTRESS,False,Jean Arthur
1943,ACTRESS,False,Ingrid Bergman
1943,ACTRESS,False,Joan Fontaine
1943,ACTRESS,False,Greer Garson
1943,ACTRESS,True,Jennifer Jones
1943,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper
1943,ACTRESS IN A SUPPORTING ROLE,False,Paulette Goddard
1943,ACTRESS IN A SUPPORTING ROLE,True,Katina Paxinou
1943,ACTRESS IN A SUPPORTING ROLE,False,Anne Revere
1943,ACTRESS IN A SUPPORTING ROLE,False,Lucile Watson
1943,ART DIRECTION (Black-and-White),False,Five Graves to Cairo
1943,ART DIRECTION (Black-and-White),False,Flight for Freedom
1943,ART DIRECTION (Black-and-White),False,Madame Curie
1943,ART DIRECTION (Black-and-White),False,Mission to Moscow
1943,ART DIRECTION (Black-and-White),False,The North Star
1943,ART DIRECTION (Black-and-White),True,The Song of Bernadette
1943,ART DIRECTION (Color),False,For Whom the Bell Tolls
1943,ART DIRECTION (Color),False,The Gang's All Here
1943,ART DIRECTION (Color),True,Phantom of the Opera
1943,ART DIRECTION (Color),False,This Is the Army
1943,ART DIRECTION (Color),False,Thousands Cheer
1943,CINEMATOGRAPHY (Black-and-White),False,Air Force
1943,CINEMATOGRAPHY (Black-and-White),False,Casablanca
1943,CINEMATOGRAPHY (Black-and-White),False,Corvette K-225
1943,CINEMATOGRAPHY (Black-and-White),False,Five Graves to Cairo
1943,CINEMATOGRAPHY (Black-and-White),False,The Human Comedy
1943,CINEMATOGRAPHY (Black-and-White),False,Madame Curie
1943,CINEMATOGRAPHY (Black-and-White),False,The North Star
1943,CINEMATOGRAPHY (Black-and-White),False,Sahara
1943,CINEMATOGRAPHY (Black-and-White),False,So Proudly We Hail!
1943,CINEMATOGRAPHY (Black-and-White),True,The Song of Bernadette
1943,CINEMATOGRAPHY (Color),False,For Whom the Bell Tolls
1943,CINEMATOGRAPHY (Color),False,Heaven Can Wait
1943,CINEMATOGRAPHY (Color),False,"Hello, Frisco, Hello"
1943,CINEMATOGRAPHY (Color),False,Lassie Come Home
1943,CINEMATOGRAPHY (Color),True,Phantom of the Opera
1943,CINEMATOGRAPHY (Color),False,Thousands Cheer
1943,DIRECTING,True,Casablanca
1943,DIRECTING,False,Heaven Can Wait
1943,DIRECTING,False,The Human Comedy
1943,DIRECTING,False,The More the Merrier
1943,DIRECTING,False,The Song of Bernadette
1943,DOCUMENTARY (Feature),False,Baptism of Fire
1943,DOCUMENTARY (Feature),False,The Battle of Russia
1943,DOCUMENTARY (Feature),True,Desert Victory
1943,DOCUMENTARY (Feature),False,For God and Country
1943,DOCUMENTARY (Feature),False,Report from the Aleutians
1943,DOCUMENTARY (Feature),False,Silent Village
1943,DOCUMENTARY (Feature),False,War Department Report
1943,DOCUMENTARY (Feature),False,"We've Come a Long, Long Way"
1943,DOCUMENTARY (Short Subject),False,Bismarck Convoy Smashed
1943,DOCUMENTARY (Short Subject),False,Children of Mars
1943,DOCUMENTARY (Short Subject),False,Day of Battle
1943,DOCUMENTARY (Short Subject),True,December 7th
1943,DOCUMENTARY (Short Subject),False,The Dutch Tradition
1943,DOCUMENTARY (Short Subject),False,Kill or Be Killed
1943,DOCUMENTARY (Short Subject),False,The Labor Front
1943,DOCUMENTARY (Short Subject),False,Land of My Mother
1943,DOCUMENTARY (Short Subject),False,Letter from Livingston
1943,DOCUMENTARY (Short Subject),False,Life Line
1943,DOCUMENTARY (Short Subject),False,Plan for Destruction
1943,DOCUMENTARY (Short Subject),False,The Rear Gunner
1943,DOCUMENTARY (Short Subject),False,Servant of a Nation
1943,DOCUMENTARY (Short Subject),False,Swedes in America
1943,DOCUMENTARY (Short Subject),False,Task Force
1943,DOCUMENTARY (Short Subject),False,To the People of the United States
1943,DOCUMENTARY (Short Subject),False,Tomorrow We Fly
1943,DOCUMENTARY (Short Subject),False,The Voice That Thrilled the World
1943,DOCUMENTARY (Short Subject),False,Water--Friend or Enemy
1943,DOCUMENTARY (Short Subject),False,Wings Up
1943,DOCUMENTARY (Short Subject),False,Youth in Crisis
1943,FILM EDITING,True,Air Force
1943,FILM EDITING,False,Casablanca
1943,FILM EDITING,False,Five Graves to Cairo
1943,FILM EDITING,False,For Whom the Bell Tolls
1943,FILM EDITING,False,The Song of Bernadette
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Amazing Mrs. Holliday
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Casablanca
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Commandos Strike at Dawn
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Fallen Sparrow
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,For Whom the Bell Tolls
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Hangmen Also Die
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Hi Diddle Diddle
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,In Old Oklahoma
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Johnny Come Lately
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Kansan
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Lady of Burlesque
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Madame Curie
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Moon and Sixpence
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The North Star
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),True,The Song of Bernadette
1943,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Victory through Air Power
1943,MUSIC (Scoring of a Musical Picture),False,Coney Island
1943,MUSIC (Scoring of a Musical Picture),False,Hit Parade of 1943
1943,MUSIC (Scoring of a Musical Picture),False,Phantom of the Opera
1943,MUSIC (Scoring of a Musical Picture),False,Saludos Amigos
1943,MUSIC (Scoring of a Musical Picture),False,The Sky's the Limit
1943,MUSIC (Scoring of a Musical Picture),False,Something to Shout About
1943,MUSIC (Scoring of a Musical Picture),False,Stage Door Canteen
1943,MUSIC (Scoring of a Musical Picture),False,Star Spangled Rhythm
1943,MUSIC (Scoring of a Musical Picture),True,This Is the Army
1943,MUSIC (Scoring of a Musical Picture),False,Thousands Cheer
1943,MUSIC (Song),False,Hit Parade of 1943
1943,MUSIC (Song),False,Cabin in the Sky
1943,MUSIC (Song),False,The Sky's the Limit
1943,MUSIC (Song),False,Saludos Amigos
1943,MUSIC (Song),False,Hers to Hold
1943,MUSIC (Song),False,Star Spangled Rhythm
1943,MUSIC (Song),False,Thank Your Lucky Stars
1943,MUSIC (Song),False,Stage Door Canteen
1943,MUSIC (Song),False,Something to Shout About
1943,MUSIC (Song),True,"Hello, Frisco, Hello"
1943,OUTSTANDING MOTION PICTURE,True,Casablanca
1943,OUTSTANDING MOTION PICTURE,False,For Whom the Bell Tolls
1943,OUTSTANDING MOTION PICTURE,False,Heaven Can Wait
1943,OUTSTANDING MOTION PICTURE,False,The Human Comedy
1943,OUTSTANDING MOTION PICTURE,False,In Which We Serve
1943,OUTSTANDING MOTION PICTURE,False,Madame Curie
1943,OUTSTANDING MOTION PICTURE,False,The More the Merrier
1943,OUTSTANDING MOTION PICTURE,False,The Ox-Bow Incident
1943,OUTSTANDING MOTION PICTURE,False,The Song of Bernadette
1943,OUTSTANDING MOTION PICTURE,False,Watch on the Rhine
1943,SHORT SUBJECT (Cartoon),False,The Dizzy Acrobat
1943,SHORT SUBJECT (Cartoon),False,The 500 Hats of Bartholomew Cubbins
1943,SHORT SUBJECT (Cartoon),False,Greetings Bait!
1943,SHORT SUBJECT (Cartoon),False,Imagination
1943,SHORT SUBJECT (Cartoon),False,Reason and Emotion
1943,SHORT SUBJECT (Cartoon),True,Yankee Doodle Mouse
1943,SHORT SUBJECT (One-reel),True,Amphibious Fighters
1943,SHORT SUBJECT (One-reel),False,Cavalcade of Dance with Veloz and Yolanda
1943,SHORT SUBJECT (One-reel),False,Champions Carry On
1943,SHORT SUBJECT (One-reel),False,Hollywood in Uniform
1943,SHORT SUBJECT (One-reel),False,Seeing Hands
1943,SHORT SUBJECT (Two-reel),True,Heavenly Music
1943,SHORT SUBJECT (Two-reel),False,Letter to a Hero
1943,SHORT SUBJECT (Two-reel),False,Mardi Gras
1943,SHORT SUBJECT (Two-reel),False,Women at War
1943,SOUND RECORDING,False,Hangmen Also Die
1943,SOUND RECORDING,False,In Old Oklahoma
1943,SOUND RECORDING,False,Madame Curie
1943,SOUND RECORDING,False,The North Star
1943,SOUND RECORDING,False,Phantom of the Opera
1943,SOUND RECORDING,False,Riding High
1943,SOUND RECORDING,False,Sahara
1943,SOUND RECORDING,False,Saludos Amigos
1943,SOUND RECORDING,False,So This Is Washington
1943,SOUND RECORDING,False,The Song of Bernadette
1943,SOUND RECORDING,False,This Is the Army
1943,SOUND RECORDING,True,This Land Is Mine
1943,SPECIAL EFFECTS,False,Air Force
1943,SPECIAL EFFECTS,False,Bombardier
1943,SPECIAL EFFECTS,True,Crash Dive
1943,SPECIAL EFFECTS,False,The North Star
1943,SPECIAL EFFECTS,False,So Proudly We Hail!
1943,SPECIAL EFFECTS,False,Stand By for Action
1943,WRITING (Original Motion Picture Story),False,Action in the North Atlantic
1943,WRITING (Original Motion Picture Story),False,Destination Tokyo
1943,WRITING (Original Motion Picture Story),True,The Human Comedy
1943,WRITING (Original Motion Picture Story),False,The More the Merrier
1943,WRITING (Original Motion Picture Story),False,Shadow of a Doubt
1943,WRITING (Original Screenplay),False,Air Force
1943,WRITING (Original Screenplay),False,In Which We Serve
1943,WRITING (Original Screenplay),False,The North Star
1943,WRITING (Original Screenplay),True,Princess O'Rourke
1943,WRITING (Original Screenplay),False,So Proudly We Hail!
1943,WRITING (Screenplay),True,Casablanca
1943,WRITING (Screenplay),False,Holy Matrimony
1943,WRITING (Screenplay),False,The More the Merrier
1943,WRITING (Screenplay),False,The Song of Bernadette
1943,WRITING (Screenplay),False,Watch on the Rhine
1943,SPECIAL AWARD,True,To George Pal for the development of novel methods and techniques in the production of short subjects known as Puppetoons.
1943,IRVING G. THALBERG MEMORIAL AWARD,True,Hal B. Wallis
1943,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,"To FARCIOT EDOUART, EARLE MORGAN, BARTON THOMPSON and the PARAMOUNT STUDIO ENGINEERING and TRANSPARENCY DEPARTMENTS for the development and practical application to motion picture production of a method of duplicating and enlarging natural color photographs, transferring the image emulsions to glass plates and projecting these slides by especially designed stereopticon equipment."
1943,SCIENTIFIC OR TECHNICAL AWARD (Class II),True,"To PHOTO PRODUCTS DEPARTMENT, E. I. duPONT de NEMOURS AND CO., INC. for the development of fine-grain motion picture films."
1943,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To DANIEL J. BLOOMBERG and the REPUBLIC STUDIO SOUND DEPARTMENT for the design and development of an inexpensive method of converting Moviolas to Class B push-pull reproduction.
1943,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To CHARLES GALLOWAY CLARKE and the 20TH CENTURY-FOX STUDIO CAMERA DEPARTMENT for the development and practical application of a device for composing artificial clouds into motion picture scenes during production photography.
1943,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To FARCIOT EDOUART and the PARAMOUNT STUDIO TRANSPARENCY DEPARTMENT for an automatic electric transparency cueing timer.
1943,SCIENTIFIC OR TECHNICAL AWARD (Class III),True,To WILLARD H. TURNER and the RKO RADIO STUDIO SOUND DEPARTMENT for the design and construction of the phono-cue starter.
1944,ACTOR,False,Charles Boyer
1944,ACTOR,True,Bing Crosby
1944,ACTOR,False,Barry Fitzgerald
1944,ACTOR,False,Cary Grant
1944,ACTOR,False,Alexander Knox
1944,ACTOR IN A SUPPORTING ROLE,False,Hume Cronyn
1944,ACTOR IN A SUPPORTING ROLE,True,Barry Fitzgerald
1944,ACTOR IN A SUPPORTING ROLE,False,Claude Rains
1944,ACTOR IN A SUPPORTING ROLE,False,Clifton Webb
1944,ACTOR IN A SUPPORTING ROLE,False,Monty Woolley
1944,ACTRESS,True,Ingrid Bergman
1944,ACTRESS,False,Claudette Colbert
1944,ACTRESS,False,Bette Davis
1944,ACTRESS,False,Greer Garson
1944,ACTRESS,False,Barbara Stanwyck
1944,ACTRESS IN A SUPPORTING ROLE,True,Ethel Barrymore
1944,ACTRESS IN A SUPPORTING ROLE,False,Jennifer Jones
1944,ACTRESS IN A SUPPORTING ROLE,False,Angela Lansbury
1944,ACTRESS IN A SUPPORTING ROLE,False,Aline MacMahon
1944,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead
1944,ART DIRECTION (Black-and-White),False,Address Unknown
1944,ART DIRECTION (Black-and-White),False,The Adventures of Mark Twain
1944,ART DIRECTION (Black-and-White),False,Casanova Brown
1944,ART DIRECTION (Black-and-White),True,Gaslight
1944,ART DIRECTION (Black-and-White),False,Laura
1944,ART DIRECTION (Black-and-White),False,No Time for Love
1944,ART DIRECTION (Black-and-White),False,Since You Went Away
1944,ART DIRECTION (Black-and-White),False,Song of the Open Road
1944,ART DIRECTION (Black-and-White),False,Step Lively
1944,ART DIRECTION (Color),False,The Climax
1944,ART DIRECTION (Color),False,Cover Girl
1944,ART DIRECTION (Color),False,The Desert Song
1944,ART DIRECTION (Color),False,Kismet
1944,ART DIRECTION (Color),False,Lady in the Dark
1944,ART DIRECTION (Color),False,The Princess and the Pirate
1944,ART DIRECTION (Color),True,Wilson
1944,CINEMATOGRAPHY (Black-and-White),False,Double Indemnity
1944,CINEMATOGRAPHY (Black-and-White),False,Dragon Seed
1944,CINEMATOGRAPHY (Black-and-White),False,Gaslight
1944,CINEMATOGRAPHY (Black-and-White),False,Going My Way
1944,CINEMATOGRAPHY (Black-and-White),True,Laura
1944,CINEMATOGRAPHY (Black-and-White),False,Lifeboat
1944,CINEMATOGRAPHY (Black-and-White),False,Since You Went Away
1944,CINEMATOGRAPHY (Black-and-White),False,Thirty Seconds over Tokyo
1944,CINEMATOGRAPHY (Black-and-White),False,The Uninvited
1944,CINEMATOGRAPHY (Black-and-White),False,The White Cliffs of Dover
1944,CINEMATOGRAPHY (Color),False,Cover Girl
1944,CINEMATOGRAPHY (Color),False,Home in Indiana
1944,CINEMATOGRAPHY (Color),False,Kismet
1944,CINEMATOGRAPHY (Color),False,Lady in the Dark
1944,CINEMATOGRAPHY (Color),False,Meet Me in St. Louis
1944,CINEMATOGRAPHY (Color),True,Wilson
1944,DIRECTING,False,Double Indemnity
1944,DIRECTING,True,Going My Way
1944,DIRECTING,False,Laura
1944,DIRECTING,False,Lifeboat
1944,DIRECTING,False,Wilson
1944,DOCUMENTARY (Feature),True,The Fighting Lady
1944,DOCUMENTARY (Feature),False,Resisting Enemy Interrogation
1944,DOCUMENTARY (Short Subject),False,Arturo Toscanini
1944,DOCUMENTARY (Short Subject),False,New Americans
1944,DOCUMENTARY (Short Subject),True,With the Marines at Tarawa
1944,FILM EDITING,False,Going My Way
1944,FILM EDITING,False,Janie
1944,FILM EDITING,False,None but the Lonely Heart
1944,FILM EDITING,False,Since You Went Away
1944,FILM EDITING,True,Wilson
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),False,Address Unknown
1944,MUSIC (Music Score of a Dramatic or Comedy Picture),False,The Adventures of Mark Twain
